
Wikipedia: 探索コスト,探索コスト（たんさくコスト、）は取引コストやスイッチング・コストの一種で、情報収集や代案探索にかかる費用を意味する。
Wikipedia: Macintosh Quadra 700,Macintosh Quadra 700は(Quadra 900と一緒に)1991年10月にアップルより発売された。MC68040を搭載したアップルにとって最初のコンピュータであるだけでなく最初にイーサネットを組み込んだ機種でもある。
Wikipedia: コンバージド・エンハンスド・イーサネット,コンバージド・エンハンスド・イーサネット (Converged Enhanced Ethernet (CEE)) は、イーサネットを拡張した通信規格のひとつ。サーバ側のインタフェース集約を目的として標準化が進められている。
Wikipedia: RapidIO,RapidIO（ラピッドアイオー）は、コンピュータのバス規格のひとつであり、内部バスの高速化を図るためのスイッチング規格である。プロセッサやバス間をRapidIOで接続することにより、従来のパラレル通信より高速化を図れ、マルチプロセッサ、分散処理の高速化に適している。
Wikipedia: Profibus,PROFIBUS (Process Field Bus) はファクトリーオートメーションにおけるフィールドバス（:en:Fieldbus）通信の標準の1つで、ドイツ連邦教育・研究省が1989年に助成を開始した。産業用イーサネットの規格であるとは異なる。
Wikipedia: プライベートネットワーク,プライベートネットワーク（英: private network）とは、外部（インターネット）に対し非公開の、たとえばイントラネットなどのようなコンピュータネットワークのことを指す語である（たとえば、Virtual Private Networkといったような用語では、そういう意味である）。どのようなレイヤでどのように分離されているか、非公開の度合いはどの程度か、といった点はケースバイケースである。との、いわゆる「プライベートIPアドレス」を使ったIPネットワークを指す、といった考え方もあるが、IPv6には似たものはあるが同じものは無いので、時代遅れの定義になりつつある。家庭やオフィス内のLANによく見られ、グローバルにルーティング可能なアドレスが非現実的または不要と考えられる場所で使われている。
Wikipedia: 断熱的回路,"断熱的回路は、エネルギーを保つため""可逆論理""を使用した低電力回路である。 ""Adiabatic Logic"", Benjamin Gojman August 8, 2004 スイッチング時にエネルギーを消散させる伝統的CMOSとは異なり、断熱的回路では電荷を次の2点の規則に従い保つことを目指す。"
Wikipedia: マーク・ペーパーマスター,"マーク・ペーパーマスター（Mark Papermaster）は、アメリカ合衆国の技術者であり、AMDの上級副社長兼CTOExecutive Biography - Mark Papermaster - Senior Vice President and Chief Technology Officer, AMD。元シスコシステムズのシリコン・スイッチング・テクノロジー・グループの副社長シスコ、アップル「iPhone」の元エンジニアリング責任者を採用 。"
Wikipedia: カテゴリー7ケーブル,"カテゴリー7ケーブル (), (ISO/IEC 11801:2002 category 7/class F) とは、イーサネットおよびその他の高速信号転送のためのツイストペアケーブルの規格である。慣用的にCat 7またはCat.7と表記される。"
Wikipedia: 統合ATMスイッチングサービス,統合ATMスイッチングサービス（とうごうえーてぃーえむすいっちんぐさーびす）は、都市銀行や地方銀行などがそれぞれ独自に保有するCD/ATMを相互接続する中継システムの名称である。
Wikipedia: スイッチング,スイッチング、スウィッチング（switching）
Wikipedia: Resistor-transistor logic,Resistor-transistor logic (RTL)は、入力ネットワークとして抵抗器を使い、スイッチングデバイスとしてバイポーラトランジスタを使ったデジタル回路の一種。トランジスタを使った論理回路としては最初期のものである。他に diode-transistor logic (DTL) や transistor–transistor logic (TTL) もある。
Wikipedia: HDBaseT,HDBaseTは、The HDBaseT Alliance によって策定された家電製品向けの接続規格であり、100mまでのカテゴリー5ケーブルまたはカテゴリー6ケーブルケーブルを使用して、無圧縮のHD動画、音声、100BASE-TX イーサネット、電力供給、その他様々な制御信号を通信できる規格である。
Wikipedia: スイッチング・コスト,スイッチング・コスト（）または切り替え費用とは、ある商品から他の商品、あるいはあるブランドから他のブランドに切り替えることに伴って発生する費用である。金銭的な費用に限らず、切り替えに伴って必要となる習熟や慣れに要する時間（の機会費用）や心理的費用なども含まれる。
Wikipedia: コードスイッチング,コードスイッチング（code-switching）とは、2種以上の言語体系ないし言語変種（方言など）の切り替えが行われることである。
Wikipedia: EtherCAT,EtherCATはEthernet for Control Automation Technologyの略である。ドイツ企業、ベッコフオートメーション（Beckhoff Automation）によって開発されたイーサネットに基づくフィールドバスシステムである。
Wikipedia: マルチギガビット・イーサネット,マルチギガビット・イーサネットは、2.5ギガビット/秒ないし5ギガビット/秒の仕様のイーサネットの規格。
Wikipedia: PowerBook 500シリーズ,PowerBook500シリーズ (コード名 Blackbird)は、アップルコンピュータが1994年5月16日に発表したApple Macintosh PowerBookポータブルコンピュータの製品ラインナップ。ステレオスピーカー、トラックパッド、イーサネットを搭載した最初のモデルであるhttp://www.laptopmag.com/mobile-life/features/landmark-laptops.aspx?page=5。
Wikipedia: パルス密度変調,パルス密度変調（ぱるすみつどへんちょう、英:Pulse-density modulation、PDM）は2進法の信号でアナログ信号を表現するのに使われる変調方式。PDM信号において、特定の振幅の値はパルス符号変調（PCM）のときと異なる重みのパルス符号に符号化されず、むしろパルスの相対密度はアナログ信号の振幅に対応している。1ビットDACの出力は、信号のPDMエンコーディングと同じである。パルス幅変調(PWM)はスイッチング周波数が固定され、1つのサンプルに対応する全てのパルスがデジタル信号内で連続しているPDMの特殊な場合である。8ビット分解能の50%電圧の場合、PWM波形は128クロックサイクルでオンになり、残りの128サイクルでオフになる。PDM及び同じクロックレートでは、信号は他のサイクルごとにオンオフを交互に切り替える。両方の波形の平均は50%だが、PDM信号
Wikipedia: ポートマントー文,ポートマントー文（portmanteau sentence）とは、語順の異なる言語間でのコードスイッチングにさいし産出される「SVOV」の語順を有した文のことである。
Wikipedia: テラビット・イーサネット,テラビット・イーサネットは、コンピュータ・システム同士を結ぶ通信規格イーサネットで100 Gbit/sを超えることを目指す規格。200ギガビット・イーサネット（200G、200GbE）および400ギガビット・イーサネット（400G、400GbE）規格は、IEEE P802.
Wikipedia: トンネル電界効果トランジスタ,トンネル電界効果トランジスタ（トンネルFET、TFET）は、現在は実験段階にあるトランジスタ。その構造はMOSFETと非常によく似ているが、基本的なスイッチング機構は異なっており、低電力エレクトロニクスに対する有望株である。
Wikipedia: イーサネットフレーム,コンピュータネットワークにおいて、イーサネットフレーム（）とは、イーサネットにおけるフレームであり、データリンク層のプロトコルデータユニットである。イーサネットフレームは、基礎となるの転送機構を使用して転送される。つまり、イーサネットリンク上のパケットは、ペイロードとしてイーサネットフレームを転送する。
Wikipedia: PHY (チップ),thumb|RTL8201イーサネットPHYチップ
Wikipedia: Closネットワーク,電気通信の分野において、Closネットワーク（クロス・ネットワーク）とは、マルチステージの回路交換ネットワークの一種であり、実用的なマルチステージのスイッチングシステムの論理的な理想形を表したものである。1938年にEdson Erwinが発明し、1952年に（）によって初めて形式化された。
Wikipedia: オートネゴシエーション,オートネゴシエーション（）とは、ツイストペアケーブルを介したイーサネット（Ethernet over twisted pair）で使用されるシグナリングメカニズムおよび手順であり、2つのネットワーク装置の間で、通信速度、通信モード、フロー制御などの伝送パラメータの情報を交換し、最適なものを選択する機能である。このプロセスでは、イーサネットに接続されたデバイスは最初に相互の利用可能な伝送パラメータを共有し、両方が対応している最高性能の伝送モードを選択する。
