
Wikipedia: Portable Network Graphics,Portable Network Graphics（ポータブル・ネットワーク・グラフィックス、PNG）はコンピュータでビットマップ画像を扱うファイルフォーマットである。圧縮アルゴリズムとしてDeflateを採用している、圧縮による画質の劣化のない可逆圧縮の画像ファイルフォーマットである。
Wikipedia: イントラネット,イントラネット（）は、組織内におけるプライベートネットワークで、インターネットの機器やプロトコルを利用してコスト削減と利便性の向上を図りつつ、企業内の情報をその中で扱うために必要な防護等の措置が講じられたものである。
Wikipedia: 住民基本台帳ネットワークシステム,住民基本台帳ネットワークシステム（じゅうみんきほんだいちょうネットワークシステム）、通称住基ネット（じゅうきネット）とは、日本において、地方公共団体と行政機関で個々の日本国民を特定する情報を共有・利用することを目的として構築され稼働したシステム。市区町村の住民基本台帳に記録されている者（=日本国民）に11桁の住民票コードが割り当てられる。
Wikipedia: ニュース系列,ニュース系列（ニュースけいれつ）またはニュースネットワーク（ニュースネットワーク）とは、日本の民間放送テレビ局間における、ニュース取材および情報の相互流通を行う放送局の系列関係をいう。
Wikipedia: Secure Shell,Secure Shell（セキュアシェル、SSH）は、暗号や認証の技術を利用して、安全にリモートコンピュータと通信するためのプロトコル。パスワードなどの認証部分を含むすべてのネットワーク上の通信が暗号化される。
Wikipedia: Rcp,"rcp（remote copy,　リモートコピー、アールシーピー）は、UNIXコンピュータ間のネットワーク経由でのファイル転送を行うコマンド。4."
Wikipedia: MRTG,MRTG (Multi Router Traffic Grapher) は、ルータなどネットワーク機器が送受信したデータの量（トラフィック）をグラフによって可視化するプログラム。グラフ部分をPNGフォーマット、付帯情報をHTMLフォーマットで出力するため、ウェブサーバと連携して結果を表示することが可能である。
Wikipedia: Simple Network Management Protocol,Simple Network Management Protocol（シンプル ネットワーク マネージメント プロトコル、SNMP）は、DARPAモデルに準じたIPネットワーク上のネットワーク機器を監視（モニタリング）・制御するための情報の通信方法を定める通信プロトコルである。
Wikipedia: DNSサーバ,DNSサーバ（ディーエヌエスサーバ）は、Domain Name System（DNS）の「名前解決」の機能、すなわち、ホスト名やメールアドレスに含まれるドメイン名などといった「名前」などから、IPアドレスなどMXレコードなどはIPアドレス以外に解決される。他にも近年はメイルの返信元の真正性確認などに使われるTXTフィールドなどがある。設計上は任意の拡張が容易なように作られている（たとえば、IPv6のために追加されたAAAAレコードなど）。の実体を得る「解決」を行う、分散データベースの構成要素となる機能を実装したサーバである。ドメインの持ち主が情報を提供するための「DNSコンテンツサーバ」と、ネットワークの利用者（ドメイン名システム（DNS）の利用者）が名前解決に利用するための「DNSキャッシュサーバ」があるが、両者は全く違うものなので混同�
Wikipedia: フジニュースネットワーク,フジニュースネットワーク（Fuji News Network、略称：FNN）は、フジテレビ(CX)をキー局とする、日本の民放テレビ局のニュースネットワークである。
Wikipedia: オールニッポン・ニュースネットワーク,オールニッポン・ニュースネットワーク（All-Nippon News Network）は、テレビ朝日(EX)をキー局とする日本の民放テレビ放送のニュースネットワークである。略称としてANN（エーエヌエヌ）が使用されるはい！ テレビ朝日です（2004年10月17日）。
Wikipedia: 細胞膜,"細胞膜（さいぼうまく、cell membrane）は、細胞の内外を隔てる生体膜でKimball's Biology pages , Cell Membranes、タンパク質が埋め込まれた脂質二重層によって構成される。形質膜や、その英訳であるプラズマメンブレン (plasma membrane) とも呼ばれる。細胞膜は、イオンや有機化合物に対する選択的透過性によって、細胞や細胞小器官への物質の出入りを制御している。それに加えて細胞膜は、細胞接着やシグナル伝達などさまざまなプロセスに関与し、細胞壁やグリコカリックスと呼ばれる炭水化物に富む層などの細胞外構造の接着表面として機能し、細胞骨格と呼ばれるタンパク質繊維の細胞内ネットワークにも関与する。合成生物学の分野では、細胞膜の人工的な再構成が行われている。"
Wikipedia: グリッド・コンピューティング,グリッド・コンピューティングは、インターネットなどの広域のネットワーク上にある計算資源（CPUなどの計算能力や、ハードディスクなどの情報格納領域）を結びつけ、ひとつの複合したコンピュータシステムとしてサービスを提供する仕組みである。提供されるサービスは主に計算処理とデータの保存・利用に大別される。
Wikipedia: コンピュータ・クラスター,コンピュータ・クラスターとは、複数のコンピュータを結合し、クラスター（葡萄の房）のようにひとまとまりとしたシステムのこと。単に「クラスター」または「クラスタリング」とも呼ばれる。1台のコンピュータでは得られないような、強力な計算性能や可用性を得ることができる。コンピュータ・クラスターは、クラスタリングを実現するためのハードウェアやソフトウェアなどにより構成される。但し、ネットワークを介してデータを入力して処理を開始するため、処理開始までの遅延が大きくなる欠点がある。
Wikipedia: イーサネット,イーサネット (Ethernet) はコンピューターネットワークの規格の1つ。世界中のオフィスや家庭で一般的に使用されている有線のLAN (Local Area Network) で最も使用されている技術規格で、OSI参照モデルの下位2つの層である物理層とデータリンク層に関して規定している。
Wikipedia: BANCS,BANCS （バンクス、 都銀キャッシュサービス）とは、都市銀行間を接続するCD/ATMの相互接続ネットワーク。1984年1月4日稼働開始。
Wikipedia: モバイルエージェント,モバイルエージェント(Mobile Agent)は、ネットワークを介した分散処理技術の一種であって、ネットワークに接続されたコンピュータ間をエージェントと称されるプログラムが移動しながら処理を行う。
Wikipedia: RADIUS,RADIUS（ラディウス、ラディアス、Remote Authentication Dial In User Service）は、ネットワーク資源の利用の可否の判断（認証）と、利用の事実の記録（アカウンティング）を、ネットワーク上のサーバコンピュータに一元化することを目的とした、IP上のプロトコルである。名称に「ダイヤルイン」という言葉を含むことからわかるように、元来はダイヤルアップ・インターネット接続サービスを実現することを目的として開発された。しかし、常時接続方式のインターネット接続サービス、無線LAN、VLAN、コンテンツ提供サービスなどのサービス提供者側設備において、認証とアカウンティングを実現するプロトコルとして幅広く利用されている。
Wikipedia: ダウンロードオンリーメンバー,"ダウンロードオンリーメンバー（和製英語：Download Only Member,DOM）とは、パソコン通信、ウェブサイト、ファイル交換ソフトなどの特定のネットワークにおいて、ファイル、メッセージなどのダウンロードばかりして、自分はファイル等を提供したり話題（お礼や感想等）に参加したりせず何らの貢献もしない人のこと。英語圏ではleech（リーチ、ヒルの意）またはleecher（リーチャー、ネット上でヒルのような行動をする人）などと呼ばれる。"
Wikipedia: 周辺機器,周辺機器（しゅうへんきき）またはペリフェラル（英：peripheral）とは、コンピュータやゲーム機などの電子製品の本体に対して、ケーブル等で接続して使用する機器（ハードウェア等）のこと。
Wikipedia: ネット配信,ネット配信（ネットはいしん）とは、広域ネットワーク（インターネットなど）を経由してデータを求めるユーザーの元に送信するサービスをいう。WEB配信、オンライン配信、デジタル配信などとも言われる。
Wikipedia: オールナイトニッポン,『オールナイトニッポン』（）は、日本のラジオ放送局・ニッポン放送をキー局として日本全国で放送されているラジオの深夜放送である。通称「オールナイト」、「ANNテレビ朝日のニュースネットワークとは別。余談ではあるが、オールナイトニッポンシリーズを放送している九州朝日放送のテレビ放送のネットワークはテレビ朝日系列に属している。」。ここでは現在の放送枠である25:00 - 27:00の内容のほか、「オールナイトニッポン」をタイトル内に含む番組全体の歴史などについても記述する。詳細については枠・番組の記事をそれぞれ参照のこと。
Wikipedia: Telnet,Telnet（テルネット Teletype network）とは、IPネットワークにおいて、遠隔地にあるサーバやルーター等を端末から操作する通信プロトコル、またはそのプロトコルを利用するソフトウェアである。RFC 854で規定されている。
Wikipedia: 日本ニュースネットワーク,日本ニュースネットワーク（にっぽんニュースネットワーク、Nippon News Network）は、日本テレビ（NTV、AX、日テレ）をキー局とする、日本の民放テレビ局のニュースネットワークである。略称のNNN（エヌエヌエヌ）で言及されることが多い。
Wikipedia: Wide Area Network,Wide Area Network（ワイド・エリア・ネットワーク、略してWAN（ワン））は、LANやMANに比較して広い範囲（市街地を越え郊外、県外や国際の範囲）におよぶネットワークのこと。広義には、非常に広大な面的広がりを持つインターネットとほぼ同義の言葉として使われる（参照：図1）一方、狭義には、点在するLANとLANを接続する線としてのネットワーク（参照：図2）というような意味合いでも使われる。
Wikipedia: Enterprise JavaBeans,Enterprise JavaBeans (EJB) とは、JavaBeans仕様と同様のものを、ネットワーク分散型ビジネスアプリケーションのサーバサイドで実現した仕様のこと。セキュリティ機能などを備える。
Wikipedia: MORPG,MORPG（Multiplayer Online Role-Playing Game、マルチプレイヤーオンラインロールプレイングゲーム）は、「複数プレイヤー参加型オンラインRPG」などと訳され、オンラインゲームの一種でコンピューターRPGをベースとしたものを指す。複数のプレイヤーがネットワーク（インターネット）を用いて一つの世界で同時にRPGをプレイする。
Wikipedia: MACアドレス,MACアドレス（マック・アドレス、）とは、ネットワーク上で、各ノードを識別するために設定されているLANカードなどのネットワーク機器のハードウェアに（原則として）一意に割り当てられる物理アドレスである。OSI参照モデルでいえば、第2層（データリンク層）Media Access Controlのアドレスにあたる。
Wikipedia: システムオペレーター,システムオペレーター（System Operator、シスオペ）とは、コンピュータ・ネットワークの運営・管理を行う者を指す。特に、電子フォーラムにおいて、その運営に当たる者を指すことがある。
Wikipedia: テレビ局一覧,テレビ局一覧（てれびきょくいちらん）では、世界のテレビで見られるチャンネルを集めた一覧である。日本のケーブルテレビは除く。
Wikipedia: 光ケーブル,光ケーブル（ひかりケーブル、）、または光ファイバーケーブルは光ファイバー（光ファイバー心線、光ファイバーコード）にシースと呼ばれる保護被覆を施したケーブルの事である。
Wikipedia: ケーブルカー,ケーブルカーとは、山岳の急斜面などを、鋼索（ケーブル）が繋がれた車両を巻上機等で巻き上げて運転する鉄道である。鋼索鉄道（こうさくてつどう）ともいう。
Wikipedia: 通信プロトコル,通信プロトコル（つうしんプロトコル、Communications protocol）、あるいはネットワーク・プロトコルは、ネットワーク上での通信に関する規約を定めたものである。「通信規約」や「通信手順」と訳す場合もある。
Wikipedia: 通信ネットワーク工学,通信ネットワーク工学 (つうしんねっとわーくこうがく) は、伝送路や交換設備の構成・効率的運用方法などをあつかう工学である。
Wikipedia: ネチケット,ネチケット（英語：netiquette）とはネットワーク（network）とエチケット（etiquette） を組み合わせたかばん語で、「ネットマナー」、「ネチケ」などとも呼ばれる。現実世界でのマナーを基本に、ネット上の特性を追加したエチケットなので、ネチケットの中には一般的なマナーも含まれるが、本項では特にインターネット上のネチケットについて解説する。
Wikipedia: オンライントレード,オンライントレード（online trade）とは、インターネット等の電子ネットワークを通じて、株式や投資信託などの金融取引を行うことができるサービス。
Wikipedia: サイバースペース,サイバースペース (英:Cyber-space) は、コンピュータやネットワークの中に広がるデータ領域を、多数の利用者が自由に情報を流したり情報を得たりすることが出来る仮想的な空間のことを指す。
Wikipedia: ダイヤルアップ接続,ダイヤルアップ接続（ダイヤルアップせつぞく、Dial-up）、またはダイアルアップ接続（ダイアルアップせつぞく）とは、コンピュータがネットワークに接続する方式のひとつであり、電話網を使用し、電話交換機を経由して接続を行う。オフフック及びダイヤル信号の発呼から通信手順が始まり、ネットワーク接続後は、音声信号と同じ周波数帯の電気信号を用いて通信を行うため、コンピュータが通信する音を聞くことができる。
Wikipedia: ビット毎秒,ビット毎秒（ビットまいびょう）は、データ転送レート（JISの情報処理用語としてはビット速度、bit rateJIS X 0009:1997 ［情報処理用語（データ通信）］ 用語番号 09.05.17。）の単位である。1秒間にデータ転送路上の仮想の、または物理的な地点を通過した（すなわち転送された）ビット数と定義される。モデムやルータ、シリアルATAやLANケーブルなどのデジタル通信機器で用いられる。bps（ビーピーエス、bit per second、ビットパーセカンド）とも。
Wikipedia: Network Time Protocol,Network Time Protocol（ネットワーク・タイム・プロトコル、略称NTP（エヌティーピー））は、ネットワークに接続される機器において、機器が持つ時計を正しい時刻へ同期するための通信プロトコルである。
Wikipedia: ケーブルテレビ,ケーブルテレビ（）とは、ケーブルを用いて行う有線放送のうち、有線ラジオ放送以外のものである。広義には、これを中心としてインターネット接続や電話（固定電話）なども含む複合的なサービスを指す。
Wikipedia: TXNネットワーク,TXNネットワーク（ティーエックスエヌネットワーク、TXN Network）は、テレビ東京(TX)をキー局としている日本の民放テレビ局のネットワークである。
Wikipedia: 電子辞書,電子辞書（でんしじしょ）とは、CD-ROMやフラッシュメモリなどの記憶媒体やネットワーク上に保存されている辞書・事典の内容を記録したデータを、コンピュータや携帯端末によって読み出し、検索・表示・再生する電子機器またはソフトウェアの総称。
Wikipedia: CNN,CNN（シーエヌエヌ、Cable News Network）は、ワーナーメディアの一部門であるワーナー・メディア・ニュース・スポーツが所有するアメリカのケーブルテレビおよび衛星テレビ向けのニュースチャンネルである。1980年にテッド・ターナーによって世界初の24時間放送するニュース専門のチャンネルとして設立された。
Wikipedia: 屋島登山鉄道,屋島登山鉄道株式会社（やしまとざんてつどう）とは、香川県高松市でケーブルカー（屋島ケーブル）を運営していた会社である。本社は香川県高松市屋島中町字山王141番地にあった。
Wikipedia: 広島シティネットワーク,広島シティネットワーク（ひろしまシティネットワーク）は、西日本旅客鉄道（JR西日本）広島支社が広島都市圏で営業する在来線に付した愛称である。
Wikipedia: サーバロードバランス,サーバロードバランシング（）は、クライアント/サーバネットワークにおいて、クライアントとサーバの間にロードバランサー（負荷分散装置）を設置し、通信アプリケーションの（TCP/UDP）ポート番号をもとに、2台以上のサーバが分散処理を行う、コンピュータシステム。
Wikipedia: 単相3線式,単相3線式（たんそうさんせんしき）とは、「単三」「単3」とも略称され、単相交流電力を3本の電線・ケーブルを用いて供給する低圧配電方式である。50kVA以下の配電線・引込み線、短距離の構内幹線などに用いられる。低容量の配電に向く方式のため日本においては一般住宅用として普及しており、単相3線式で受電する家屋では屋内に設置する分電盤も単相3線式で構成される。単相3線式で受電した場合、旧来の商用電源電圧である100Vに加え200Vを容易に取り出すことができ、後述する200V用家庭用電気機械器具普及の前提となる配電方式である。
Wikipedia: スーパー・アイドル・ネットワーク,『スーパー・アイドル・ネットワーク』（略称：S・I・N）は、三都ネットを形成する京都放送（KBS京都）とサンテレビが2002年度上半期（4月 - 9月）に放送したテレビ番組である。東京MXテレビやTBS系列のIBC岩手放送、CS放送のファミリー劇場でも放送された。
Wikipedia: Metropolitan Area Network,Metropolitan Area Network（メトロポリタン エリア ネットワーク、MAN）は、狭義には、1000BASEの光ケーブルを収容可能なL3/L2スイッチを駆使して構築されたLANで、物理的な規模は一大学全域、一企業全域のものもあれば、一都市全域が収まる物まである。欧米においては、大学内にATMやFDDIを使用したMANがある。
Wikipedia: ルーター,ルーターまたはルータ（）は、コンピュータネットワークにおいて、データを2つ以上の異なるネットワーク間に中継する通信機器である。通信プロトコルにTCP/IPが使われるようになってから普及した。データをネットワーク層で、どのルートを通して転送すべきかを判断するルート選択機能を持つ。
Wikipedia: ジャパン・ラジオ・ネットワーク,"ジャパン・ラジオ・ネットワーク（Japan Radio Network）は、TBSラジオを基幹局とする日本の民間放送ラジオネットワークであるTBS50年史(2002), p259「JRNの結成」。。一般的には略称のJRN（ジェイアールエヌ）公に「JRN」が使われるのは、国内で重大な災害が発生した時に実施される「JNN・JRN共同災害募金」実施時などごく少数である。"
Wikipedia: 全国ラジオネットワーク,全国ラジオネットワーク（ぜんこくラジオネットワーク、英称：National Radio Network、略称：NRN）は日本のラジオネットワークの一つ。
Wikipedia: 仮想世界,仮想世界（かそうせかい）とはコンピューターネットワークサービスの一つである。
Wikipedia: 三相3線式,三相3線式（さんそうさんせんしき）とは、三相交流電力を3本の電線・ケーブルを用いて供給する配電方式である。
Wikipedia: ネットワークアドレス変換,ネットワークアドレス変換（ネットワークアドレスへんかん）、NAT（Network Address Translation）とは、インターネットプロトコルによって構築されたコンピュータネットワークにおいて、パケットヘッダに含まれるIPアドレスを、別のIPアドレスに変換する技術である。
Wikipedia: MegaNet,MegaNet（メガネット）は、日本の民放ラジオネットワークの一つ。MegaNetは愛称で、正式名称はMegalopolis Radio Network（メガロポリス・レディオ・ネットワーク『日本民間放送年鑑2009』より。About InterFM）。InterFMをキー局としている。
Wikipedia: 全国独立放送協議会,全国独立放送協議会日刊合同通信バックナンバー 2011年7月 - マスコミ研究会（2011年7月29日付、同年9月13日閲覧）6月第5週（27日〜3日）の動き（放送ニュース） - 文化通信.com（2011年7月2日付、同年9月13日閲覧）（ぜんこくどくりつほうそうきょくきょうぎかい、英：Japanese Association of Independent Television Stations）は、1977年11月4日に結成したテレビジョン放送を行っている日本国内の民間放送局のうち、いわゆるネットワーク系列に属していないもので構成されている団体である。
Wikipedia: 独立放送局,独立放送局（どくりつほうそうきょく）とは、ネットワークに属していない放送局の事である。
Wikipedia: ラジオネットワーク,ラジオネットワークは各地域にある民間放送のラジオ放送局同士が結成した番組交換を主とする組織である。番組を送り出す局は「キー局」と呼ばれる。
Wikipedia: TBS系列,TBS系列（ティービィーエスけいれつ）とは、TBSテレビ及びTBSラジオをキー局とする放送事業者のネットワークである。
Wikipedia: フジテレビ系列,フジテレビ系列（フジテレビけいれつ）とはフジテレビジョンをキー局とする放送事業者のネットワークである。
Wikipedia: クロスネット局,クロスネット局（クロスネットきょく）とは、地上波を用いる日本の放送局において、複数のネットワークに属すもののことである。
Wikipedia: 日本テレビ系列,日本テレビ系列（にほんテレビけいれつ）とは、日本テレビ放送網（日本テレビ）をキー局とする放送事業者のネットワークである。
Wikipedia: メデジン・カルテル,メデジン・カルテル（）は、コロンビアの犯罪組織。パブロ・エスコバルによりコロンビアのメデジンに創立された、麻薬密売者の組織化されたネットワークで、主に1970年代及び1980年代を通して活動した。
Wikipedia: 蛇頭,蛇頭（じゃとう）とは、主に中国福建省を拠点とする密入国を斡旋するブローカー犯罪組織。またはそのネットワークの総称。
Wikipedia: 三相4線式,三相4線式（さんそうよんせんしき）とは、三相交流電力を4本の電線・ケーブルを用いて供給する配電方式である。
Wikipedia: 電灯・動力共用三相4線式,電灯・動力共用三相4線式（でんとうどうりょくきょうよう3そう4せんしき）とは、200V三相と100V単相の電力を4本の電線・ケーブルを用いて供給する配電方式である。
Wikipedia: 太龍寺ロープウェイ,"太龍寺ロープウェイ（たいりゅうじロープウェイ）とは、徳島県那賀郡那賀町の鷲の里駅（道の駅鷲の里に併設）から阿南市の太龍寺駅を結ぶ四国ケーブルのロープウェイ路線である。全長2,775メートルで西日本で最長、山・川越えを行う珍しいロープウェイである。"
Wikipedia: ファイアウォール,ファイアウォールとは防火壁のことだが、コンピュータネットワーク関連では、ネットワークの結節点となる場所に設けて、コンピュータセキュリティ上の理由、あるいはその他たとえば政治上の理由としては、小はペアレンタルコントロールから、大はグレート・ファイアウォールのそれまで、様々である。の理由により「通過させてはいけない通信」を阻止するシステムを指す。通過させてはいけない通信を火にたとえている。ルーターにその機能を実装したものは、そのルーターを指して言うこともあるし、そういったアプライアンス商品などもある。近年ではネットワークの終端にあたる個々のコンピュータでも自分自身の防御のために、外部と接続するネットワークプロトコルスタック中に、望まない通信を防ぐ（たとえばTCPの接続要求など）フィ�
Wikipedia: ファイルサーバ,ファイルサーバは、LANやWANなどのネットワーク上で、ファイルを共有するために設置されるサーバである。
Wikipedia: レギュラーネットワーク方式,レギュラーネットワーク方式（レギュラーネットワークほうしき）とは、複数の特別高圧または高圧フィーダーに接続された変圧器を、ネットワークプロテクタを通して網目状の低圧幹線で並行運転させる、配電方式である。
Wikipedia: スポットネットワーク方式,スポットネットワーク方式（すぽっとねっとわーくほうしき）とは、複数の需要家で共用する2本以上の特別高圧配電線路からT分岐で引き込み、受電用断路器を通して接続されたネットワーク変圧器を、ネットワークプロテクタ・プロテクタヒューズを通して、構内ネットワーク母線で並行運転させる、配電方式である。構内ネットワーク母線は、中規模の場合低圧三相4線式240/415V、大規模な場合は高圧三相3線式が用いられる。
Wikipedia: Freenet,}}Freenet（フリーネット）とは、情報をやり取りする場合に相手先との通信部分を暗号化したインターネットを利用したネットワークである。
Wikipedia: 終端抵抗,thumb|right|[[10メガビット・イーサネット|10BASE2用のケーブル終端抵抗]]
Wikipedia: MICS,MICS（全国キャッシュサービス、）とは、民間金融機関の各業態別オンライン提携ネットワークを、中継センターを介して接続するCD/ATMネットワークの名称。1990年2月にBANCSを利用する都市銀行13行（当時）と、ACSを利用する全国地方銀行協会加盟行64行（当時）が接続し、以後業態別に接続を拡大していった。
Wikipedia: キー局,キー局（キーきょく）、キーステーション（英語表記：key station）とは番組放送におけるネットワーク/系列の中心となる放送局のことである。
Wikipedia: 電脳化,電脳化（でんのうか）は、漫画、アニメ作品『攻殻機動隊』シリーズに登場するバイオネットワーク技術で、一種のブレイン・マシン・インタフェース（後述）というべき存在。
Wikipedia: 日本テレビネットワーク協議会,日本テレビネットワーク協議会（にほんテレビネットワークきょうぎかい、、略称：NNS）は、日本テレビ放送網（NTV）など同局をキー局とするニュース系列（ニュースネットワーク）である日本ニュースネットワーク（略称：NNN）に加盟するテレビ局の放送番組の内、ニュース番組以外のものを融通する、日本の民放テレビのネットワーク組織・番組供給系列（番組供給ネットワーク）である。なお、日本ニュースネットワークについてはその項目を参照。
Wikipedia: 東伯地区有線放送,東伯地区有線放送（通称グリーンネット東伯）は、かつて鳥取県をエリアとする第三セクターのケーブルテレビ局である。地元自治体のほか、農業協同組合が出資している。
Wikipedia: ケーブルビジョン東ほうき,ケーブルビジョン東ほうき（通称HCV）は、かつて鳥取県中部をエリアとしていた第三セクターのケーブルテレビ局。2007年4月1日に東伯地区有線放送(TCB)と合併、新会社「鳥取中央有線放送」が誕生した。
Wikipedia: 伯耆町有線テレビ放送,伯耆町有線テレビ放送（ほうきちょうゆうせんテレビほうそう）は、鳥取県西伯郡伯耆町（溝口地区）をエリアとするケーブルテレビ局。伯耆町企画課・町づくり推進室が運営している。
Wikipedia: Kビジョン,Kビジョン株式会社（旧下松ケーブルビジョン）は、山口県下松市に本社があるケーブルテレビ局。下松市、光市、周南市、平生町、上関町が出資する第三セクターである。
Wikipedia: ケーブルテレビ局の一覧,ケーブルテレビ局の一覧（ケーブルテレビきょくのいちらん）とは日本のケーブルテレビ局の一覧である。
Wikipedia: 東大阪ケーブルテレビ,東大阪ケーブルテレビ株式会社（ひがしおおさかケーブルテレビ）は、かつて大阪府東大阪市に本社があったケーブルテレビ局であった。
Wikipedia: ケーブルネット神戸芦屋,株式会社ケーブルネット神戸芦屋（ケーブルネットこうべあしや）は、かつて兵庫県神戸市東灘区に本社があったケーブルテレビ局であった。
Wikipedia: ジェイコム福岡,株式会社ジェイコム福岡（ジェイコムふくおか）は、かつて福岡県福岡市中央区に本社を置いていた、株式会社ジュピターテレコム（J:COM）連結子会社のケーブルテレビ局である。福岡市とその近郊でサービスを行っていた。
Wikipedia: ケーブルビジョン21,株式会社ケーブルビジョン21は、主に福岡市南部でサービスを行っていた、かつて存在したケーブルテレビ事業者である。株式会社ジュピターテレコム(J:COM)の連結子会社であった。
Wikipedia: ほっちゃテレビ,ほっちゃテレビは、山口県長門市が運営するケーブルテレビ局である。
Wikipedia: 萩ケーブルネットワーク,萩ケーブルネットワーク株式会社（はぎケーブルネットワーク）は、山口県萩市・阿武町・島根県益田市をサービスエリアとしていたケーブルテレビ事業者である。島根県益田市では「地域情報通信基盤整備事業」により設置されたケーブルテレビ局「ひとまろビジョン」を運営していた。
Wikipedia: 高槻ケーブルネットワーク,高槻ケーブルネットワーク株式会社（たかつきケーブルネットワーク）は、かつて大阪府高槻市にあったケーブルテレビ局。
Wikipedia: ケーブルテレビ向けCS放送,ケーブルテレビ向けCS放送（ケーブルテレビむけシーエスほうそう）とは都市型ケーブルテレビで、地上波の他に衛星放送も配信している。
Wikipedia: 日本レジャーチャンネル,株式会社日本レジャーチャンネル（にほんレジャーチャンネル）は、スカパー!プレミアムサービスおよびケーブルテレビ向けボートレース中継専門チャンネルの「レジャーチャンネル（ボートレース専門TV!
Wikipedia: 将棋倶楽部24,将棋倶楽部24（しょうぎくらぶにじゅうよん）は、インターネット上でネットワーク対局により将棋を無料で指せるサイト。2014年現在、会員数は30万人を超える。
Wikipedia: 養父市ケーブルテレビジョン,養父市ケーブルテレビジョン（やぶしケーブルテレビジョン、通称ふれあいネット）は兵庫県養父市が運営しているケーブルテレビ局である。
Wikipedia: 住民票コード,住民票コード（じゅうみんひょうコード）とは、日本の住民票に住民ごとに記載される番号である。住民基本台帳ネットワークシステム上で、日本の住民を一意に特定するために用いられる。
Wikipedia: 三菱ふそう全国縦断・榎さんのおはようさん〜!,『三菱ふそう全国縦断・榎さんのおはようさん〜!』（みつびしふそうぜんこくじゅうだん・えのさんのおはようさん〜!）は、1978年10月2日から1998年4月3日までの19年半に渡り、毎週平日（月曜から金曜）朝の帯番組としてTBSラジオ当時は、東京放送（現在の東京放送ホールディングス）が運営。をキー局にJRN系全国ネットワーク各局で生放送されていたワイド番組。後年よりハワイ州の中波局KZOOでもネットしていた。全5090回放送。
Wikipedia: ネットワーク・トポロジー,ネットワーク・トポロジー () は、コンピュータネットワークのトポロジー。数学的にはグラフ理論の応用として研究されている。一般的には、ネットワーク上のノード（英: node、「節点」あるいは「頂点」を意味し、具体的にはコンピュータやネットワーク機器など端末のこと）と、ネットワークの経路（エッジ、英: edge、「枝」や「辺」を意味する）との相関をダイアグラムで抽象化した概念のことである。
Wikipedia: Gopher,Gopher（ゴーファー）とは、インターネットがテキストベース(文字情報主体)のネットワークであった1991年に、アメリカ合衆国のミネソタ大学が開発したテキストベースの情報検索システム。
