
Wikipedia: 高速フーリエ変換,高速フーリエ変換（こうそくフーリエへんかん、）は、離散フーリエ変換（）を計算機上で高速に計算するアルゴリズムである。高速フーリエ変換の逆変換を逆高速フーリエ変換（）と呼ぶ。
Wikipedia: Read only memory,Read only memory（リードオンリーメモリ、ROM: ロム）は、記録されている情報を読み出すことのみ可能なメモリである。読み出し専用メモリともいう。
Wikipedia: インターネットコミュニティ,インターネットコミュニティは、WWW（ワールド ワイド ウェブ）等のインターネットのアプリケーションを通じて共通の関心分野、価値観や目的を持った利用者が集まって持続的に相互作用する場であり、提供されるネットワークサービスの総称。
Wikipedia: BeOS,BeOS（ビーオーエス）は、米Be社が開発したオペレーティングシステム (OS) である。
Wikipedia: 計算複雑性理論,計算複雑性理論（けいさんふくざつせいりろん、）とは、計算機科学における計算理論の一分野であり、アルゴリズムのスケーラビリティや、特定の計算問題の解法の複雑性（計算問題の困難さ）などを数学的に扱う。計算量理論、計算の複雑さの理論、計算複雑度の理論ともいう。
Wikipedia: スケジューリング,計算機科学においてスケジューリングは、スレッドやプロセスやデータの流れについて、システム資源（例えば、プロセッサ時間、通信帯域など）へのアクセスを与える方法である。システムを効果的に負荷分散するため、あるいはターゲットの Quality of Service を保証するためになされる。スケジューリングアルゴリズムは、マルチタスク（同時に複数のプロセスを実行）や多重化（複数のデータの流れを同時に転送）の発展とともに進化してきた。
Wikipedia: 線型探索,線形探索（せんけいたんさく、）は、検索のアルゴリズムの一つ。
Wikipedia: ネットワーク,ネットワーク (英:network)
Wikipedia: 無線LAN,thumb|200px|無線LAN接続の一例
Wikipedia: Microsoft Windows NT,Microsoft Windows NT（マイクロソフト ウィンドウズ エヌティー）は、マイクロソフトが開発したオペレーティングシステム (OS) である。DECが手がけたVMSのアーキテクチャを基礎としており、開発もDECの元社員が全面的に行い、リリースに至っている。
Wikipedia: Microsoft Windows 95,Windows 95（ウィンドウズ きゅうじゅうご）は、Microsoft Windows 3.1の後継として、マイクロソフトが1995年に出したオペレーティングシステム (OS) である。正式名称はMicrosoft Windows 95 Operating Systemである。
Wikipedia: Local Area Network,Local Area Network（ローカル・エリア・ネットワーク）とは、広くても一施設内程度の規模で用いられるコンピュータネットワークのこと。その頭文字をつづったLAN（ラン）と書かれる場合も多い。
Wikipedia: CP/M,CP/M（Control Program for Microcomputers、シーピーエム）は1970年代にデジタルリサーチ (Digital Research Inc.) の創業者ゲイリー・キルドールによって開発、1976年伏見 (1982:11)に発売された、パソコン用のシングルユーザー・シングルタスクのオペレーティングシステム (OS) である。
Wikipedia: 386BSD,386BSDとは、4.3BSD Net/2をベースにして、ウィリアム・ジョリッツとリン・ジョリッツ夫妻によって開発された386で動作するUNIXライクなオープンソースのオペレーティングシステムである。
Wikipedia: IP,IP
Wikipedia: Internet Protocol,Internet Protocol （インターネット・プロトコル、IP） とは、インターネット・プロトコル・スイートを使ったインターネットワークにおいてデータグラム（またはパケット）を中継するのに使われる主要な通信プロトコルである。
Wikipedia: LAN (曖昧さ回避),LAN
Wikipedia: Request for Comments,Request for Comments（リクエスト フォー コメンツ、略称：RFC）はIETF（Internet Engineering Task Force）による技術仕様の保存、公開形式である。内容には特に制限はないが、プロトコルやファイルフォーマットが主に扱われる。
Wikipedia: Network News Transfer Protocol,Network News Transfer Protocol（ネットワーク ニュース トランスファー プロトコル、NNTP）は、インターネットアプリケーションプロトコルのひとつである。おもに、ネットニュース (Usenet) の記事を読むことと記事を投稿することのために使われる。
Wikipedia: MaxDB,MaxDBはデータベース管理システムのひとつである。
Wikipedia: ファイルシステム,ファイルシステムは、コンピュータのリソースを操作するための、オペレーティングシステム (OS) が持つ機能の一つ。ファイルとは、主に補助記憶装置に格納されたデータを指すが、デバイスやプロセス、カーネル内の情報といったものもファイルとして提供するファイルシステムもある。
Wikipedia: 低水準言語,低水準言語（low-level programming language: ていすいじゅんげんご、低級言語とも）は、コンピュータ用のプログラミング言語のうち、機械語ないし機械語に近いアセンブリ言語などの言語の総称である。システムの階層構造を考えた場合に、ハードウェア寄りに位置する低レイヤ（低水準）の言語という意味である。
Wikipedia: 参照カウント,参照カウント（さんしょうカウント、）は、メモリオブジェクトのライフサイクル（寿命）管理に使用される方式のひとつ。ガベージコレクションの実装方法およびガベージコレクタの動作方法のひとつとしても利用される。また、コピーオンライトの実装方法としても多用される。
Wikipedia: コンピュータセキュリティ,コンピュータセキュリティ(英語：Computer Security)は、情報セキュリティの一部で、コンピュータシステムを災害、誤用および不正アクセスなどから守ることである。また、ハードウェア、ソフトウェア、データ、ネットワークのいずれについてもその機密性、完全性、可用性を維持することである。
Wikipedia: 分散コンピューティング,分散コンピューティング（ぶんさんコンピューティング、）とは、プログラムの個々の部分が同時並行的に複数のコンピュータ上で実行され、各々がネットワークを介して互いに通信を行いながら全体として処理が進行する計算手法のことである。複雑な計算などをネットワークを介して複数のコンピュータを利用して行うことで、一台のコンピュータで計算するよりスループットを上げようとする取り組み、またはそれを実現する為の仕組みである。分散処理（ぶんさんしょり）ともいう。並列コンピューティングの一形態に分類されるが、一般に並列コンピューティングと言えば、同時並行に実行する主体は同じコンピュータシステム内のCPU群である。ただし、どちらもプログラムの分割（同時に実行できる部分にプログラムを分けること）が必須である�
Wikipedia: 組み込みオペレーティングシステム,組み込みオペレーティングシステム（くみこみオペレーティングシステム）は、組み込みシステムのオペレーティングシステムである。リアルタイムオペレーティングシステムでもあることが多い。
Wikipedia: リアルタイムオペレーティングシステム,リアルタイムオペレーティングシステム（;RTOS）は、リアルタイムシステムのためのオペレーティングシステム (OS) である。組み込みオペレーティングシステムに多い。OSの主要な機能である資源管理において、時間資源の優先度に基づく配分と実行時間の予測可能性を提供することに特化している、ないし、そういった機能に力を入れている。
Wikipedia: Portable Network Graphics,Portable Network Graphics（ポータブル・ネットワーク・グラフィックス、PNG）はコンピュータでビットマップ画像を扱うファイルフォーマットである。圧縮アルゴリズムとしてDeflateを採用している、圧縮による画質の劣化のない可逆圧縮の画像ファイルフォーマットである。
Wikipedia: イントラネット,イントラネット（）は、組織内におけるプライベートネットワークで、インターネットの機器やプロトコルを利用してコスト削減と利便性の向上を図りつつ、企業内の情報をその中で扱うために必要な防護等の措置が講じられたものである。
Wikipedia: クラッカー (コンピュータセキュリティ),クラッカーは、コンピュータネットワークに不正に侵入したり、破壊・改ざんなどの悪意を持った行為、すなわちクラッキング（悪意を持ったハッキング）を行う者のこと。最近はセキュリティ・ハッカーと呼ばれることが多い。
Wikipedia: バッファオーバーラン,バッファオーバーラン（）、バッファオーバーフロー（）とは、コンピュータのプログラムにおけるバグのひとつ、またはそれにより引き起こされた現象で、プログラムで用意されたバッファよりも大きなサイズのデータをバッファに書き込む事で、データがバッファ境界からあふれ、バッファの外側のメモリを上書きしてしまう事により、元々そのメモリにあったデータを破壊してしまうものを指す。
Wikipedia: Bit Block Transfer,ビットブロック転送（、ビット・ブロック・トランスファー）は、コンピュータグラフィックスにおける画像データ（ビットマップ）操作およびそれに関連するハードウェア機能のひとつである。ビットブロック転送の操作には少なくとも2つのビットマップを必要とし、転送の際にビット単位の論理演算（ラスターオペレーション）を伴うこともある。
Wikipedia: 住民基本台帳ネットワークシステム,住民基本台帳ネットワークシステム（じゅうみんきほんだいちょうネットワークシステム）、通称住基ネット（じゅうきネット）とは、日本において、地方公共団体と行政機関で個々の日本国民を特定する情報を共有・利用することを目的として構築され稼働したシステム。市区町村の住民基本台帳に記録されている者（=日本国民）に11桁の住民票コードが割り当てられる。
Wikipedia: キャラクタユーザインタフェース,"キャラクタユーザインタフェース ()、キャラクタベースユーザインタフェース () CUI Definition from PC Magazine Encyclopedia、コンソールユーザインタフェース () WineHQ - Text mode programs (CUI: Console User Interface)、またはコマンドラインインタフェース () ヘルプ - IBM, EGL アプリケーションの開発 - コンソール・ユーザー・インターフェースは、キーボード等物理的なハードウェアキーボードのほか、GUIとして実装されているソフトウェアキーボード（スクリーンキーボード）や、画像から文字認識を行なう「手書き入力パッド」によって入力される文字、といった形態もある。からの文字列正確には文字ストリーム。"
Wikipedia: ユーザーエージェント,ユーザーエージェント (User agent）とは、利用者があるプロトコルに基づいてデータを利用する際に用いるソフトウェアまたはハードウェアのこと。
Wikipedia: Internet Information Services,Microsoft Internet Information Services (IIS) は、Microsoft Windowsの標準Webサーバー（アプリケーションサーバー）サービスである。HTTP/HTTPS、FTP、SMTP、NNTP等の基本的なプロトコルはサポートしている。
Wikipedia: ニュース系列,ニュース系列（ニュースけいれつ）またはニュースネットワーク（ニュースネットワーク）とは、日本の民間放送テレビ局間における、ニュース取材および情報の相互流通を行う放送局の系列関係をいう。
Wikipedia: Random Access Memory,Random access memory（ランダムアクセスメモリ、RAM、ラム）とは、コンピュータで使用するメモリの一分類である。本来は、格納されたデータに任意の順序でアクセスできる（ランダムアクセス）メモリといった意味で、かなりの粗粒度で「端から順番に」からしかデータを読み書きできない「シーケンシャルアクセスメモリ」と対比した意味を持つ語であった。しかし本来の意味からズレて、ROM（読み出し専用メモリ）に対して、任意に「フラッシュROM」などは逆に、ブロック単位ではあるが書き込みできるのに「ROM」と呼ばれており、やはりネジレがある。書き込みできるメモリの意で使われていることが専らである。
Wikipedia: Dynamic Random Access Memory,Dynamic Random Access Memory（ダイナミック・ランダム・アクセス・メモリ、DRAM、ディーラム）は、コンピュータなどに使用される半導体メモリによるRAMの1種で、コンピュータの主記憶装置やディジタル・テレビやディジタル・カメラなど多くの情報機器の、内部での大規模な作業用記憶として用いられている。（通常のSRAMと同様に）揮発性（電源供給がなくなると記憶情報も失われる）であるばかりでなく、ICチップ中の素子に小さなキャパシタが付随すること（寄生容量）を利用した記憶素子であるため、常にリフレッシュ（記憶保持動作）を必要とするダイナミックメモリであることからその名がある。SRAMに比べ、リフレッシュのために常に電力を消費することが欠点だが、今のところ大容量を安価に提供できるという利点から、DRAMが使われ続けている。
Wikipedia: Static Random Access Memory,Static RAM・SRAM（スタティックラム・エスラム）は、半導体メモリの一種である。ダイナミックRAM (DRAM) とは異なり、定期的なリフレッシュ（回復動作）が不要であり、内部構造的にフリップフロップ等の順序回路という「スタティック(静的)な回路方式により情報を記憶するもの」であることからその名がある。「データ残留現象」といった性質が無いわけでもないが、基本的に電力の供給がなくなると記憶内容が失われる揮発性メモリ（volatile memory）である。但し原理上、アクセス動作が無ければ極く僅かな電力のみで記憶を保持できるためそのような動作モードを設計としてハードウェア的に持っている製品もある。、比較的大容量のキャパシタを電池交換中のバックアップとしたり、保存性のよい電池を組み合わせて不揮発性メモリのように利用したりと�
Wikipedia: キャッシュメモリ,キャッシュメモリ () は、CPUなど処理装置がデータや命令などの情報を取得/更新する際に主記憶装置やバスなどの遅延／低帯域を隠蔽し、処理装置と記憶装置の性能差を埋めるために用いる高速小容量メモリのことである。略してキャッシュとも呼ぶ。
Wikipedia: メモリ (曖昧さ回避),メモリ (memory) は、英語で記憶または思い出のこと。
Wikipedia: EPROM,EPROM (Erasable Programmable Read Only Memory)は、半導体メモリの一種で、デバイスの利用者が書き込み・消去可能なROMである。電源を切っても記憶内容が保持される不揮発性メモリの一種でもある。フローティングゲートMOSFETのアレイで構成されており、通常のデジタル回路よりも印加する電圧が高い専用機器を使って個々のMOSFETに書き込むことができる。データやプログラムの書き込みを行ったEPROMは、強い紫外線光を照射することでその記憶内容を消去できる。そのため、パッケージ中央上部に石英ガラスの窓があってシリコンチップが見えているので、容易にEPROMだとわかる。このようなEPROMを特にUV-EPROMと呼ぶこともある。
Wikipedia: Secure Shell,Secure Shell（セキュアシェル、SSH）は、暗号や認証の技術を利用して、安全にリモートコンピュータと通信するためのプロトコル。パスワードなどの認証部分を含むすべてのネットワーク上の通信が暗号化される。
Wikipedia: Secure copy,Secure Copy（）は、sftp同様、Secure Shell（ssh）に含まれるsshの機能を使ってセキュリティの高い（セキュアな）ファイル転送を行うコマンドの一つである。scpで使用される通信プロトコルは、Secure Copy Protocol（SCP）と呼ばれる。
Wikipedia: Rcp,"rcp（remote copy,　リモートコピー、アールシーピー）は、UNIXコンピュータ間のネットワーク経由でのファイル転送を行うコマンド。4."
Wikipedia: 半導体メモリ,thumb|不揮発性メモリの一種、フラッシュメモリを搭載した[[USBメモリ]]
Wikipedia: フラッシュメモリ,thumb|alt=外装を開けた状態の[[USBフラッシュドライブ|左手前側のチップがフラッシュメモリで、右奥に在るのはマイクロコントローラである]]
Wikipedia: 動きベクトル,"動きベクトル（うごきベクトル、）は動画のデータの表現方法として、""基準となるフレーム(動画のある瞬間に相当する画像)""と、""基準となるフレームからの動き""をベクトルとして表現する方法。単純に全時間の全ピクセル情報を記述するよりも圧倒的にデータの記述量を削減することが可能であり、動画像圧縮や、動画内の移動物体認識等を行う場合に用いられる。"
Wikipedia: MRTG,MRTG (Multi Router Traffic Grapher) は、ルータなどネットワーク機器が送受信したデータの量（トラフィック）をグラフによって可視化するプログラム。グラフ部分をPNGフォーマット、付帯情報をHTMLフォーマットで出力するため、ウェブサーバと連携して結果を表示することが可能である。
Wikipedia: Simple Network Management Protocol,Simple Network Management Protocol（シンプル ネットワーク マネージメント プロトコル、SNMP）は、DARPAモデルに準じたIPネットワーク上のネットワーク機器を監視（モニタリング）・制御するための情報の通信方法を定める通信プロトコルである。
Wikipedia: Djbdns,djbdnsはダニエル・バーンスタインにより開発されたDNSサーバ用ソフトウェア。
Wikipedia: Qmail,qmail（キューメイル）は、ダニエル・バーンスタインにより開発されたメール転送エージェント (MTA)。Unix系オペレーティングシステム (OS) で動作する。
Wikipedia: Internet Relay Chat,Internet Relay Chat（インターネット・リレー・チャット、略称 : IRC）とは、サーバを介してクライアントとクライアントが会話をする枠組みの名称である。インスタントメッセンジャーのプロトコルの一つに分類される。
Wikipedia: DNSサーバ,DNSサーバ（ディーエヌエスサーバ）は、Domain Name System（DNS）の「名前解決」の機能、すなわち、ホスト名やメールアドレスに含まれるドメイン名などといった「名前」などから、IPアドレスなどMXレコードなどはIPアドレス以外に解決される。他にも近年はメイルの返信元の真正性確認などに使われるTXTフィールドなどがある。設計上は任意の拡張が容易なように作られている（たとえば、IPv6のために追加されたAAAAレコードなど）。の実体を得る「解決」を行う、分散データベースの構成要素となる機能を実装したサーバである。ドメインの持ち主が情報を提供するための「DNSコンテンツサーバ」と、ネットワークの利用者（ドメイン名システム（DNS）の利用者）が名前解決に利用するための「DNSキャッシュサーバ」があるが、両者は全く違うものなので混同�
Wikipedia: スーパーコンピュータ,"スーパーコンピュータ（）とは、大規模で超高速のメインフレームのことであり、なかでも科学技術計算のために用いられるMerriam-Webster ""supercomputer""、きわめて高性能のメインフレームコンピュータのことである概要 =="
Wikipedia: ガウス＝ルジャンドルのアルゴリズム,"ガウス＝ルジャンドルのアルゴリズムは円周率を計算する際に用いられる数学の反復計算アルゴリズムである。円周率を計算するものの中では非常に収束が速く、2009年にこの式を用いて2,576,980,370,000桁（約2兆6000億桁）の計算がされた。"
Wikipedia: Graphics Processing Unit,Graphics Processing Unit（グラフィックス プロセッシング ユニット、略してGPU）は、コンピュータゲームに代表されるリアルタイム画像処理に特化した演算装置あるいはプロセッサである。グラフィックコントローラなどと呼ばれる、コンピュータが画面に表示する映像を描画するための処理を行うICから発展した。特にリアルタイム3DCGなどに必要な、定形かつ大量の演算を並列にパイプライン処理するグラフィックスパイプライン性能を重視している。現在の高機能GPUは高速のビデオメモリ（VRAM）と接続され、頂点処理およびピクセル処理などの座標変換やグラフィックス陰影計算（シェーディング）に特化したプログラム可能な演算器（プログラマブルシェーダーユニット）を多数搭載している。プロセスルールの微細化が鈍化していることからムーアの法則�
Wikipedia: Iモード,iモード、（アイモード）は、NTTドコモ（以下、ドコモ）の対応携帯電話（フィーチャー・フォン）にてキャリアメール（iモードメール）の送受信やウェブページ閲覧などができる世界初の携帯電話IP接続サービスである。新規受付を2019年9月30日で終了する予定であるが、既存の利用者は、3Gのサービスが終了予定の2020年代の半ばまで利用できる見込みとしている。
Wikipedia: フジニュースネットワーク,フジニュースネットワーク（Fuji News Network、略称：FNN）は、フジテレビ(CX)をキー局とする、日本の民放テレビ局のニュースネットワークである。
Wikipedia: オールニッポン・ニュースネットワーク,オールニッポン・ニュースネットワーク（All-Nippon News Network）は、テレビ朝日(EX)をキー局とする日本の民放テレビ放送のニュースネットワークである。略称としてANN（エーエヌエヌ）が使用されるはい！ テレビ朝日です（2004年10月17日）。
Wikipedia: 中山みき,中山 美支（なかやま みき、寛政10年4月18日（1798年6月2日） - 明治20年（1887年）2月18日）は、日本の宗教家、天理教教祖。明治11年11月1日に天理教教会本部より出版された「みかぐらうた」複製本の初版では著者は「奈良県平民 故中山美支」となっているが国文学研究資料館 画像データベース、現在の天理教では「中山みき」が公式表記とされる。天理教では、「教祖」と書いて「おやさま」と呼称している。
Wikipedia: Small Computer System Interface,（スモールコンピュータシステムインタフェース、小型計算機システムインタフェース）、略して （スカジー）は、主に周辺機器とコンピュータなどのハードウェア間のデータのやりとりを行うインタフェース規格の一つである。SCSIを使用可能にするインタフェース装置をSCSIインタフェースと呼ぶ。ANSI（米国規格協会）によって規格化されている。
Wikipedia: MIDI,MIDI（ミディ、Musical Instrument Digital Interface）は、電子楽器の演奏データを機器間で転送・共有するための共通規格である。物理的な送受信回路・インタフェース、通信プロトコル、ファイルフォーマットなど複数の規定からなる。日本のMIDI規格協議会（JMSC、現在の社団法人音楽電子事業協会）と国際団体のMIDI Manufacturers Association (MMA) により策定され1981年に公開された。MIDI 1.0の策定完了から38年後の2019年に、Ver.2.0となるMIDI 2.0の策定開始が発表された。
Wikipedia: 細胞膜,"細胞膜（さいぼうまく、cell membrane）は、細胞の内外を隔てる生体膜でKimball's Biology pages , Cell Membranes、タンパク質が埋め込まれた脂質二重層によって構成される。形質膜や、その英訳であるプラズマメンブレン (plasma membrane) とも呼ばれる。細胞膜は、イオンや有機化合物に対する選択的透過性によって、細胞や細胞小器官への物質の出入りを制御している。それに加えて細胞膜は、細胞接着やシグナル伝達などさまざまなプロセスに関与し、細胞壁やグリコカリックスと呼ばれる炭水化物に富む層などの細胞外構造の接着表面として機能し、細胞骨格と呼ばれるタンパク質繊維の細胞内ネットワークにも関与する。合成生物学の分野では、細胞膜の人工的な再構成が行われている。"
Wikipedia: 拡張子,"拡張子（かくちょうし、）とは、ファイルの種類を識別するためにファイルの名前（ファイル名）の末尾につけられる文字列。ファイル名の本体と拡張子は "".""（ピリオド、ドット）で区切られ、拡張子はアルファベットと数字の組み合わせで、歴史的には3文字以内が好まれたが、それ以上の場合もある。拡張子は、オペレーティングシステム (OS) においてファイルの判別のために任意につけられるもので、必ずしも必須ではない。拡張子が適切でない場合は、システムまたはアプリケーションソフトウェアの動作に影響を及ぼす場合がある。 .tar.gzのように複数のピリオドで区切っているケースもあるが、最後のピリオド以降を拡張子と判断するシステムが一般的である。"
Wikipedia: Linuxクラスター,Linuxクラスター（リナックスクラスター）は、Linuxを利用しているコンピュータ・クラスターである。一般に疎結合クラスターで、対称型マルチプロセッシング (SMP) が、CPUとメモリをより密に繋いでいるのに比べると、クラスターの結合は疎である。
Wikipedia: GNU/Linuxシステム,GNU/Linuxシステム（ないしGNU/Linuxオペレーティングシステム、略してGNU/Linux）は、一般に「Linux」と呼ばれているものが、GNUプロジェクトによるソフトウェアを数多く利用しているとして、その呼称としてGNUプロジェクト側が主張した呼称である。
Wikipedia: Linuxマシン,Linuxマシン（リナックスマシン）とは、Linuxカーネルや、Linuxカーネルを含めたGNU/Linuxオペレーティングシステムを実行するコンピュータを指す。ソフトウェアだけではなく、ハードウェアも含めている。
Wikipedia: グリッド・コンピューティング,グリッド・コンピューティングは、インターネットなどの広域のネットワーク上にある計算資源（CPUなどの計算能力や、ハードディスクなどの情報格納領域）を結びつけ、ひとつの複合したコンピュータシステムとしてサービスを提供する仕組みである。提供されるサービスは主に計算処理とデータの保存・利用に大別される。
Wikipedia: 電子政府,電子政府（でんしせいふ）は、主にコンピュータネットワークやデータベース技術を利用した政府を意味する。そのような技術の利用によって政府の改善、具体的には行政の効率化やより一層の民意の反映・説明責任の実行などを目指すプロジェクトを指す。
Wikipedia: コンピュータ・クラスター,コンピュータ・クラスターとは、複数のコンピュータを結合し、クラスター（葡萄の房）のようにひとまとまりとしたシステムのこと。単に「クラスター」または「クラスタリング」とも呼ばれる。1台のコンピュータでは得られないような、強力な計算性能や可用性を得ることができる。コンピュータ・クラスターは、クラスタリングを実現するためのハードウェアやソフトウェアなどにより構成される。但し、ネットワークを介してデータを入力して処理を開始するため、処理開始までの遅延が大きくなる欠点がある。
Wikipedia: イーサネット,イーサネット (Ethernet) はコンピューターネットワークの規格の1つ。世界中のオフィスや家庭で一般的に使用されている有線のLAN (Local Area Network) で最も使用されている技術規格で、OSI参照モデルの下位2つの層である物理層とデータリンク層に関して規定している。
Wikipedia: Internet Assigned Numbers Authority,インターネット割当番号公社（）とはインターネットに関連する番号を管理する組織である。IPアドレス・ドメイン名・ポート番号等の標準化・割り当て・管理などを行う。
Wikipedia: トランジスタ,トランジスタ（）とは、電子回路において、信号を増幅またはスイッチングすることができる半導体素子である。
